MensajeID: 1 | ProductorSocket: 115 | Grupo: grupo_03 | ConsumidorID: 89 | Timestamp: 1746157326
MensajeID: 6 | ProductorSocket: 116 | Grupo: grupo_01 | ConsumidorID: 24 | Timestamp: 1746157326
MensajeID: 8 | ProductorSocket: 117 | Grupo: grupo_03 | ConsumidorID: 29 | Timestamp: 1746157326
MensajeID: 7 | ProductorSocket: 131 | Grupo: grupo_02 | ConsumidorID: 49 | Timestamp: 1746157326
MensajeID: 7 | ProductorSocket: 131 | Grupo: grupo_01 | ConsumidorID: 42 | Timestamp: 1746157326
MensajeID: 9 | ProductorSocket: 114 | Grupo: grupo_03 | ConsumidorID: 74 | Timestamp: 1746157326
MensajeID: 8 | ProductorSocket: 117 | Grupo: grupo_01 | ConsumidorID: 57 | Timestamp: 1746157326
MensajeID: 8 | ProductorSocket: 117 | Grupo: grupo_02 | ConsumidorID: 19 | Timestamp: 1746157326
MensajeID: 10 | ProductorSocket: 126 | Grupo: grupo_03 | ConsumidorID: 56 | Timestamp: 1746157326
MensajeID: 9 | ProductorSocket: 114 | Grupo: grupo_01 | ConsumidorID: 30 | Timestamp: 1746157326
MensajeID: 9 | ProductorSocket: 114 | Grupo: grupo_02 | ConsumidorID: 25 | Timestamp: 1746157326
MensajeID: 11 | ProductorSocket: 119 | Grupo: grupo_03 | ConsumidorID: 92 | Timestamp: 1746157326
MensajeID: 10 | ProductorSocket: 126 | Grupo: grupo_01 | ConsumidorID: 60 | Timestamp: 1746157326
MensajeID: 12 | ProductorSocket: 120 | Grupo: grupo_03 | ConsumidorID: 20 | Timestamp: 1746157326
MensajeID: 10 | ProductorSocket: 126 | Grupo: grupo_02 | ConsumidorID: 31 | Timestamp: 1746157326
MensajeID: 11 | ProductorSocket: 119 | Grupo: grupo_01 | ConsumidorID: 75 | Timestamp: 1746157326
MensajeID: 13 | ProductorSocket: 121 | Grupo: grupo_03 | ConsumidorID: 53 | Timestamp: 1746157326
MensajeID: 12 | ProductorSocket: 120 | Grupo: grupo_01 | ConsumidorID: 84 | Timestamp: 1746157326
MensajeID: 11 | ProductorSocket: 119 | Grupo: grupo_02 | ConsumidorID: 43 | Timestamp: 1746157326
MensajeID: 14 | ProductorSocket: 127 | Grupo: grupo_03 | ConsumidorID: 32 | Timestamp: 1746157326
MensajeID: 13 | ProductorSocket: 121 | Grupo: grupo_01 | ConsumidorID: 93 | Timestamp: 1746157326
MensajeID: 12 | ProductorSocket: 120 | Grupo: grupo_02 | ConsumidorID: 61 | Timestamp: 1746157326
MensajeID: 15 | ProductorSocket: 128 | Grupo: grupo_03 | ConsumidorID: 77 | Timestamp: 1746157326
MensajeID: 14 | ProductorSocket: 127 | Grupo: grupo_01 | ConsumidorID: 21 | Timestamp: 1746157326
MensajeID: 13 | ProductorSocket: 121 | Grupo: grupo_02 | ConsumidorID: 58 | Timestamp: 1746157326
MensajeID: 16 | ProductorSocket: 125 | Grupo: grupo_03 | ConsumidorID: 50 | Timestamp: 1746157326
MensajeID: 15 | ProductorSocket: 128 | Grupo: grupo_01 | ConsumidorID: 87 | Timestamp: 1746157326
MensajeID: 14 | ProductorSocket: 127 | Grupo: grupo_02 | ConsumidorID: 22 | Timestamp: 1746157326
MensajeID: 17 | ProductorSocket: 122 | Grupo: grupo_03 | ConsumidorID: 65 | Timestamp: 1746157326
MensajeID: 16 | ProductorSocket: 125 | Grupo: grupo_01 | ConsumidorID: 33 | Timestamp: 1746157326
MensajeID: 15 | ProductorSocket: 128 | Grupo: grupo_02 | ConsumidorID: 88 | Timestamp: 1746157326
MensajeID: 17 | ProductorSocket: 122 | Grupo: grupo_01 | ConsumidorID: 78 | Timestamp: 1746157326
MensajeID: 18 | ProductorSocket: 124 | Grupo: grupo_01 | ConsumidorID: 63 | Timestamp: 1746157326
MensajeID: 19 | ProductorSocket: 134 | Grupo: grupo_01 | ConsumidorID: 27 | Timestamp: 1746157326
MensajeID: 16 | ProductorSocket: 125 | Grupo: grupo_02 | ConsumidorID: 10 | Timestamp: 1746157326
MensajeID: 18 | ProductorSocket: 124 | Grupo: grupo_03 | ConsumidorID: 89 | Timestamp: 1746157326
MensajeID: 20 | ProductorSocket: 129 | Grupo: grupo_01 | ConsumidorID: 96 | Timestamp: 1746157326
MensajeID: 17 | ProductorSocket: 122 | Grupo: grupo_02 | ConsumidorID: 79 | Timestamp: 1746157326
MensajeID: 19 | ProductorSocket: 134 | Grupo: grupo_03 | ConsumidorID: 47 | Timestamp: 1746157326
MensajeID: 21 | ProductorSocket: 139 | Grupo: grupo_01 | ConsumidorID: 36 | Timestamp: 1746157326
MensajeID: 20 | ProductorSocket: 129 | Grupo: grupo_03 | ConsumidorID: 95 | Timestamp: 1746157326
MensajeID: 18 | ProductorSocket: 124 | Grupo: grupo_02 | ConsumidorID: 64 | Timestamp: 1746157326
MensajeID: 19 | ProductorSocket: 134 | Grupo: grupo_02 | ConsumidorID: 34 | Timestamp: 1746157326
MensajeID: 22 | ProductorSocket: 135 | Grupo: grupo_01 | ConsumidorID: 57 | Timestamp: 1746157326
MensajeID: 20 | ProductorSocket: 129 | Grupo: grupo_02 | ConsumidorID: 94 | Timestamp: 1746157326
MensajeID: 21 | ProductorSocket: 139 | Grupo: grupo_03 | ConsumidorID: 35 | Timestamp: 1746157326
MensajeID: 22 | ProductorSocket: 135 | Grupo: grupo_03 | ConsumidorID: 38 | Timestamp: 1746157326
MensajeID: 21 | ProductorSocket: 139 | Grupo: grupo_02 | ConsumidorID: 73 | Timestamp: 1746157326
MensajeID: 23 | ProductorSocket: 136 | Grupo: grupo_03 | ConsumidorID: 80 | Timestamp: 1746157326
MensajeID: 23 | ProductorSocket: 136 | Grupo: grupo_01 | ConsumidorID: 84 | Timestamp: 1746157326
MensajeID: 24 | ProductorSocket: 133 | Grupo: grupo_03 | ConsumidorID: 11 | Timestamp: 1746157326
MensajeID: 24 | ProductorSocket: 133 | Grupo: grupo_01 | ConsumidorID: 39 | Timestamp: 1746157326
MensajeID: 25 | ProductorSocket: 130 | Grupo: grupo_03 | ConsumidorID: 44 | Timestamp: 1746157326
MensajeID: 25 | ProductorSocket: 130 | Grupo: grupo_01 | ConsumidorID: 12 | Timestamp: 1746157326
MensajeID: 26 | ProductorSocket: 132 | Grupo: grupo_03 | ConsumidorID: 41 | Timestamp: 1746157326
MensajeID: 26 | ProductorSocket: 132 | Grupo: grupo_01 | ConsumidorID: 87 | Timestamp: 1746157326
MensajeID: 27 | ProductorSocket: 142 | Grupo: grupo_01 | ConsumidorID: 81 | Timestamp: 1746157326
MensajeID: 27 | ProductorSocket: 142 | Grupo: grupo_03 | ConsumidorID: 14 | Timestamp: 1746157326
MensajeID: 28 | ProductorSocket: 140 | Grupo: grupo_03 | ConsumidorID: 56 | Timestamp: 1746157326
MensajeID: 28 | ProductorSocket: 140 | Grupo: grupo_01 | ConsumidorID: 45 | Timestamp: 1746157326
MensajeID: 22 | ProductorSocket: 135 | Grupo: grupo_02 | ConsumidorID: 82 | Timestamp: 1746157326
MensajeID: 29 | ProductorSocket: 147 | Grupo: grupo_01 | ConsumidorID: 99 | Timestamp: 1746157326
MensajeID: 29 | ProductorSocket: 147 | Grupo: grupo_03 | ConsumidorID: 2 | Timestamp: 1746157326
MensajeID: 30 | ProductorSocket: 143 | Grupo: grupo_01 | ConsumidorID: 42 | Timestamp: 1746157326
MensajeID: 30 | ProductorSocket: 143 | Grupo: grupo_03 | ConsumidorID: 83 | Timestamp: 1746157326
MensajeID: 23 | ProductorSocket: 136 | Grupo: grupo_02 | ConsumidorID: 16 | Timestamp: 1746157326
MensajeID: 31 | ProductorSocket: 144 | Grupo: grupo_03 | ConsumidorID: 47 | Timestamp: 1746157326
MensajeID: 31 | ProductorSocket: 144 | Grupo: grupo_01 | ConsumidorID: 93 | Timestamp: 1746157326
MensajeID: 32 | ProductorSocket: 141 | Grupo: grupo_03 | ConsumidorID: 50 | Timestamp: 1746157326
MensajeID: 24 | ProductorSocket: 133 | Grupo: grupo_02 | ConsumidorID: 88 | Timestamp: 1746157327
MensajeID: 33 | ProductorSocket: 138 | Grupo: grupo_03 | ConsumidorID: 17 | Timestamp: 1746157327
MensajeID: 25 | ProductorSocket: 130 | Grupo: grupo_02 | ConsumidorID: 4 | Timestamp: 1746157327
MensajeID: 32 | ProductorSocket: 141 | Grupo: grupo_01 | ConsumidorID: 54 | Timestamp: 1746157327
MensajeID: 34 | ProductorSocket: 137 | Grupo: grupo_03 | ConsumidorID: 23 | Timestamp: 1746157327
MensajeID: 26 | ProductorSocket: 132 | Grupo: grupo_02 | ConsumidorID: 97 | Timestamp: 1746157327
MensajeID: 33 | ProductorSocket: 138 | Grupo: grupo_01 | ConsumidorID: 18 | Timestamp: 1746157327
MensajeID: 27 | ProductorSocket: 142 | Grupo: grupo_02 | ConsumidorID: 10 | Timestamp: 1746157327
MensajeID: 35 | ProductorSocket: 150 | Grupo: grupo_03 | ConsumidorID: 59 | Timestamp: 1746157327
MensajeID: 34 | ProductorSocket: 137 | Grupo: grupo_01 | ConsumidorID: 24 | Timestamp: 1746157327
MensajeID: 28 | ProductorSocket: 140 | Grupo: grupo_02 | ConsumidorID: 1 | Timestamp: 1746157327
MensajeID: 35 | ProductorSocket: 150 | Grupo: grupo_01 | ConsumidorID: 90 | Timestamp: 1746157327
MensajeID: 36 | ProductorSocket: 148 | Grupo: grupo_03 | ConsumidorID: 98 | Timestamp: 1746157327
MensajeID: 29 | ProductorSocket: 147 | Grupo: grupo_02 | ConsumidorID: 37 | Timestamp: 1746157327
MensajeID: 36 | ProductorSocket: 148 | Grupo: grupo_01 | ConsumidorID: 57 | Timestamp: 1746157327
MensajeID: 37 | ProductorSocket: 155 | Grupo: grupo_03 | ConsumidorID: 11 | Timestamp: 1746157327
MensajeID: 37 | ProductorSocket: 155 | Grupo: grupo_01 | ConsumidorID: 21 | Timestamp: 1746157327
MensajeID: 38 | ProductorSocket: 156 | Grupo: grupo_03 | ConsumidorID: 26 | Timestamp: 1746157327
MensajeID: 30 | ProductorSocket: 143 | Grupo: grupo_02 | ConsumidorID: 67 | Timestamp: 1746157327
MensajeID: 39 | ProductorSocket: 152 | Grupo: grupo_03 | ConsumidorID: 38 | Timestamp: 1746157327
MensajeID: 31 | ProductorSocket: 144 | Grupo: grupo_02 | ConsumidorID: 91 | Timestamp: 1746157327
MensajeID: 38 | ProductorSocket: 156 | Grupo: grupo_01 | ConsumidorID: 12 | Timestamp: 1746157327
MensajeID: 39 | ProductorSocket: 152 | Grupo: grupo_01 | ConsumidorID: 84 | Timestamp: 1746157327
MensajeID: 32 | ProductorSocket: 141 | Grupo: grupo_02 | ConsumidorID: 46 | Timestamp: 1746157327
MensajeID: 40 | ProductorSocket: 149 | Grupo: grupo_03 | ConsumidorID: 14 | Timestamp: 1746157327
MensajeID: 40 | ProductorSocket: 149 | Grupo: grupo_01 | ConsumidorID: 6 | Timestamp: 1746157327
MensajeID: 41 | ProductorSocket: 157 | Grupo: grupo_01 | ConsumidorID: 69 | Timestamp: 1746157327
MensajeID: 33 | ProductorSocket: 138 | Grupo: grupo_02 | ConsumidorID: 85 | Timestamp: 1746157327
MensajeID: 41 | ProductorSocket: 157 | Grupo: grupo_03 | ConsumidorID: 53 | Timestamp: 1746157327
MensajeID: 42 | ProductorSocket: 146 | Grupo: grupo_01 | ConsumidorID: 42 | Timestamp: 1746157327
MensajeID: 34 | ProductorSocket: 137 | Grupo: grupo_02 | ConsumidorID: 40 | Timestamp: 1746157327
MensajeID: 42 | ProductorSocket: 146 | Grupo: grupo_03 | ConsumidorID: 29 | Timestamp: 1746157327
MensajeID: 43 | ProductorSocket: 145 | Grupo: grupo_01 | ConsumidorID: 3 | Timestamp: 1746157327
MensajeID: 44 | ProductorSocket: 158 | Grupo: grupo_01 | ConsumidorID: 9 | Timestamp: 1746157327
MensajeID: 35 | ProductorSocket: 150 | Grupo: grupo_02 | ConsumidorID: 70 | Timestamp: 1746157327
MensajeID: 43 | ProductorSocket: 145 | Grupo: grupo_03 | ConsumidorID: 95 | Timestamp: 1746157327
MensajeID: 45 | ProductorSocket: 151 | Grupo: grupo_01 | ConsumidorID: 60 | Timestamp: 1746157327
MensajeID: 36 | ProductorSocket: 148 | Grupo: grupo_02 | ConsumidorID: 58 | Timestamp: 1746157327
MensajeID: 46 | ProductorSocket: 163 | Grupo: grupo_01 | ConsumidorID: 30 | Timestamp: 1746157327
MensajeID: 44 | ProductorSocket: 158 | Grupo: grupo_03 | ConsumidorID: 71 | Timestamp: 1746157327
MensajeID: 37 | ProductorSocket: 155 | Grupo: grupo_02 | ConsumidorID: 31 | Timestamp: 1746157327
MensajeID: 45 | ProductorSocket: 151 | Grupo: grupo_03 | ConsumidorID: 41 | Timestamp: 1746157327
MensajeID: 38 | ProductorSocket: 156 | Grupo: grupo_02 | ConsumidorID: 61 | Timestamp: 1746157327
MensajeID: 47 | ProductorSocket: 164 | Grupo: grupo_01 | ConsumidorID: 15 | Timestamp: 1746157327
MensajeID: 46 | ProductorSocket: 163 | Grupo: grupo_03 | ConsumidorID: 50 | Timestamp: 1746157327
MensajeID: 39 | ProductorSocket: 152 | Grupo: grupo_02 | ConsumidorID: 16 | Timestamp: 1746157327
MensajeID: 48 | ProductorSocket: 160 | Grupo: grupo_01 | ConsumidorID: 48 | Timestamp: 1746157327
MensajeID: 47 | ProductorSocket: 164 | Grupo: grupo_03 | ConsumidorID: 86 | Timestamp: 1746157327
MensajeID: 40 | ProductorSocket: 149 | Grupo: grupo_02 | ConsumidorID: 19 | Timestamp: 1746157327
MensajeID: 48 | ProductorSocket: 160 | Grupo: grupo_03 | ConsumidorID: 62 | Timestamp: 1746157327
MensajeID: 49 | ProductorSocket: 165 | Grupo: grupo_01 | ConsumidorID: 51 | Timestamp: 1746157327
MensajeID: 49 | ProductorSocket: 165 | Grupo: grupo_03 | ConsumidorID: 74 | Timestamp: 1746157327
MensajeID: 41 | ProductorSocket: 157 | Grupo: grupo_02 | ConsumidorID: 88 | Timestamp: 1746157327
MensajeID: 50 | ProductorSocket: 154 | Grupo: grupo_01 | ConsumidorID: 87 | Timestamp: 1746157327
MensajeID: 50 | ProductorSocket: 154 | Grupo: grupo_03 | ConsumidorID: 32 | Timestamp: 1746157327
MensajeID: 51 | ProductorSocket: 153 | Grupo: grupo_01 | ConsumidorID: 99 | Timestamp: 1746157327
MensajeID: 51 | ProductorSocket: 153 | Grupo: grupo_03 | ConsumidorID: 65 | Timestamp: 1746157327
MensajeID: 52 | ProductorSocket: 166 | Grupo: grupo_01 | ConsumidorID: 75 | Timestamp: 1746157327
MensajeID: 52 | ProductorSocket: 166 | Grupo: grupo_03 | ConsumidorID: 56 | Timestamp: 1746157327
MensajeID: 42 | ProductorSocket: 146 | Grupo: grupo_02 | ConsumidorID: 7 | Timestamp: 1746157327
MensajeID: 53 | ProductorSocket: 159 | Grupo: grupo_01 | ConsumidorID: 0 | Timestamp: 1746157327
MensajeID: 53 | ProductorSocket: 159 | Grupo: grupo_03 | ConsumidorID: 20 | Timestamp: 1746157327
MensajeID: 54 | ProductorSocket: 171 | Grupo: grupo_01 | ConsumidorID: 63 | Timestamp: 1746157327
MensajeID: 43 | ProductorSocket: 145 | Grupo: grupo_02 | ConsumidorID: 76 | Timestamp: 1746157327
MensajeID: 54 | ProductorSocket: 171 | Grupo: grupo_03 | ConsumidorID: 11 | Timestamp: 1746157327
MensajeID: 55 | ProductorSocket: 172 | Grupo: grupo_01 | ConsumidorID: 12 | Timestamp: 1746157327
MensajeID: 55 | ProductorSocket: 172 | Grupo: grupo_03 | ConsumidorID: 77 | Timestamp: 1746157327
MensajeID: 44 | ProductorSocket: 158 | Grupo: grupo_02 | ConsumidorID: 64 | Timestamp: 1746157327
MensajeID: 56 | ProductorSocket: 168 | Grupo: grupo_03 | ConsumidorID: 68 | Timestamp: 1746157327
MensajeID: 45 | ProductorSocket: 151 | Grupo: grupo_02 | ConsumidorID: 13 | Timestamp: 1746157327
MensajeID: 57 | ProductorSocket: 173 | Grupo: grupo_03 | ConsumidorID: 8 | Timestamp: 1746157327
MensajeID: 56 | ProductorSocket: 168 | Grupo: grupo_01 | ConsumidorID: 93 | Timestamp: 1746157327
MensajeID: 46 | ProductorSocket: 163 | Grupo: grupo_02 | ConsumidorID: 79 | Timestamp: 1746157327
MensajeID: 58 | ProductorSocket: 162 | Grupo: grupo_03 | ConsumidorID: 14 | Timestamp: 1746157327
MensajeID: 59 | ProductorSocket: 161 | Grupo: grupo_03 | ConsumidorID: 47 | Timestamp: 1746157327
MensajeID: 47 | ProductorSocket: 164 | Grupo: grupo_02 | ConsumidorID: 10 | Timestamp: 1746157327
MensajeID: 57 | ProductorSocket: 173 | Grupo: grupo_01 | ConsumidorID: 21 | Timestamp: 1746157327
MensajeID: 48 | ProductorSocket: 160 | Grupo: grupo_02 | ConsumidorID: 94 | Timestamp: 1746157327
MensajeID: 58 | ProductorSocket: 162 | Grupo: grupo_01 | ConsumidorID: 54 | Timestamp: 1746157327
MensajeID: 60 | ProductorSocket: 174 | Grupo: grupo_03 | ConsumidorID: 80 | Timestamp: 1746157327
MensajeID: 49 | ProductorSocket: 165 | Grupo: grupo_02 | ConsumidorID: 28 | Timestamp: 1746157327
MensajeID: 59 | ProductorSocket: 161 | Grupo: grupo_01 | ConsumidorID: 81 | Timestamp: 1746157327
MensajeID: 50 | ProductorSocket: 154 | Grupo: grupo_02 | ConsumidorID: 22 | Timestamp: 1746157327
MensajeID: 51 | ProductorSocket: 153 | Grupo: grupo_02 | ConsumidorID: 55 | Timestamp: 1746157327
MensajeID: 60 | ProductorSocket: 174 | Grupo: grupo_01 | ConsumidorID: 33 | Timestamp: 1746157327
MensajeID: 52 | ProductorSocket: 166 | Grupo: grupo_02 | ConsumidorID: 34 | Timestamp: 1746157327
MensajeID: 61 | ProductorSocket: 167 | Grupo: grupo_03 | ConsumidorID: 5 | Timestamp: 1746157327
MensajeID: 61 | ProductorSocket: 167 | Grupo: grupo_01 | ConsumidorID: 78 | Timestamp: 1746157327
MensajeID: 53 | ProductorSocket: 159 | Grupo: grupo_02 | ConsumidorID: 82 | Timestamp: 1746157327
MensajeID: 62 | ProductorSocket: 179 | Grupo: grupo_03 | ConsumidorID: 35 | Timestamp: 1746157327
MensajeID: 62 | ProductorSocket: 179 | Grupo: grupo_01 | ConsumidorID: 96 | Timestamp: 1746157327
MensajeID: 63 | ProductorSocket: 180 | Grupo: grupo_03 | ConsumidorID: 83 | Timestamp: 1746157327
MensajeID: 63 | ProductorSocket: 180 | Grupo: grupo_01 | ConsumidorID: 42 | Timestamp: 1746157327
MensajeID: 54 | ProductorSocket: 171 | Grupo: grupo_02 | ConsumidorID: 4 | Timestamp: 1746157327
MensajeID: 64 | ProductorSocket: 176 | Grupo: grupo_03 | ConsumidorID: 44 | Timestamp: 1746157327
MensajeID: 55 | ProductorSocket: 172 | Grupo: grupo_02 | ConsumidorID: 97 | Timestamp: 1746157327
MensajeID: 64 | ProductorSocket: 176 | Grupo: grupo_01 | ConsumidorID: 69 | Timestamp: 1746157327
MensajeID: 56 | ProductorSocket: 168 | Grupo: grupo_02 | ConsumidorID: 43 | Timestamp: 1746157327
MensajeID: 65 | ProductorSocket: 181 | Grupo: grupo_01 | ConsumidorID: 57 | Timestamp: 1746157327
MensajeID: 65 | ProductorSocket: 181 | Grupo: grupo_03 | ConsumidorID: 59 | Timestamp: 1746157327
MensajeID: 66 | ProductorSocket: 170 | Grupo: grupo_01 | ConsumidorID: 24 | Timestamp: 1746157327
MensajeID: 66 | ProductorSocket: 170 | Grupo: grupo_03 | ConsumidorID: 98 | Timestamp: 1746157327
MensajeID: 67 | ProductorSocket: 169 | Grupo: grupo_01 | ConsumidorID: 36 | Timestamp: 1746157327
MensajeID: 57 | ProductorSocket: 173 | Grupo: grupo_02 | ConsumidorID: 25 | Timestamp: 1746157327
MensajeID: 67 | ProductorSocket: 169 | Grupo: grupo_03 | ConsumidorID: 95 | Timestamp: 1746157327
MensajeID: 68 | ProductorSocket: 182 | Grupo: grupo_01 | ConsumidorID: 45 | Timestamp: 1746157327
MensajeID: 69 | ProductorSocket: 175 | Grupo: grupo_01 | ConsumidorID: 72 | Timestamp: 1746157327
MensajeID: 68 | ProductorSocket: 182 | Grupo: grupo_03 | ConsumidorID: 50 | Timestamp: 1746157327
MensajeID: 58 | ProductorSocket: 162 | Grupo: grupo_02 | ConsumidorID: 37 | Timestamp: 1746157327
MensajeID: 70 | ProductorSocket: 187 | Grupo: grupo_01 | ConsumidorID: 66 | Timestamp: 1746157327
MensajeID: 69 | ProductorSocket: 175 | Grupo: grupo_03 | ConsumidorID: 26 | Timestamp: 1746157327
MensajeID: 59 | ProductorSocket: 161 | Grupo: grupo_02 | ConsumidorID: 52 | Timestamp: 1746157327
MensajeID: 71 | ProductorSocket: 188 | Grupo: grupo_01 | ConsumidorID: 6 | Timestamp: 1746157327
MensajeID: 70 | ProductorSocket: 187 | Grupo: grupo_03 | ConsumidorID: 2 | Timestamp: 1746157327
MensajeID: 71 | ProductorSocket: 188 | Grupo: grupo_03 | ConsumidorID: 29 | Timestamp: 1746157327
MensajeID: 60 | ProductorSocket: 174 | Grupo: grupo_02 | ConsumidorID: 88 | Timestamp: 1746157327
MensajeID: 72 | ProductorSocket: 184 | Grupo: grupo_03 | ConsumidorID: 38 | Timestamp: 1746157327
MensajeID: 72 | ProductorSocket: 184 | Grupo: grupo_01 | ConsumidorID: 90 | Timestamp: 1746157327
MensajeID: 61 | ProductorSocket: 167 | Grupo: grupo_02 | ConsumidorID: 67 | Timestamp: 1746157327
MensajeID: 73 | ProductorSocket: 189 | Grupo: grupo_03 | ConsumidorID: 89 | Timestamp: 1746157327
MensajeID: 73 | ProductorSocket: 189 | Grupo: grupo_01 | ConsumidorID: 60 | Timestamp: 1746157327
MensajeID: 62 | ProductorSocket: 179 | Grupo: grupo_02 | ConsumidorID: 73 | Timestamp: 1746157327
MensajeID: 74 | ProductorSocket: 178 | Grupo: grupo_01 | ConsumidorID: 39 | Timestamp: 1746157327
MensajeID: 63 | ProductorSocket: 180 | Grupo: grupo_02 | ConsumidorID: 46 | Timestamp: 1746157327
MensajeID: 75 | ProductorSocket: 177 | Grupo: grupo_01 | ConsumidorID: 84 | Timestamp: 1746157327
MensajeID: 74 | ProductorSocket: 178 | Grupo: grupo_03 | ConsumidorID: 53 | Timestamp: 1746157327
MensajeID: 64 | ProductorSocket: 176 | Grupo: grupo_02 | ConsumidorID: 16 | Timestamp: 1746157327
MensajeID: 65 | ProductorSocket: 181 | Grupo: grupo_02 | ConsumidorID: 91 | Timestamp: 1746157327
MensajeID: 75 | ProductorSocket: 177 | Grupo: grupo_03 | ConsumidorID: 17 | Timestamp: 1746157327
MensajeID: 66 | ProductorSocket: 170 | Grupo: grupo_02 | ConsumidorID: 1 | Timestamp: 1746157327
MensajeID: 76 | ProductorSocket: 190 | Grupo: grupo_01 | ConsumidorID: 3 | Timestamp: 1746157327
MensajeID: 76 | ProductorSocket: 190 | Grupo: grupo_03 | ConsumidorID: 11 | Timestamp: 1746157327
MensajeID: 67 | ProductorSocket: 169 | Grupo: grupo_02 | ConsumidorID: 70 | Timestamp: 1746157327
MensajeID: 77 | ProductorSocket: 183 | Grupo: grupo_01 | ConsumidorID: 9 | Timestamp: 1746157327
MensajeID: 68 | ProductorSocket: 182 | Grupo: grupo_02 | ConsumidorID: 61 | Timestamp: 1746157327
MensajeID: 77 | ProductorSocket: 183 | Grupo: grupo_03 | ConsumidorID: 71 | Timestamp: 1746157327
MensajeID: 78 | ProductorSocket: 195 | Grupo: grupo_01 | ConsumidorID: 30 | Timestamp: 1746157327
MensajeID: 79 | ProductorSocket: 196 | Grupo: grupo_01 | ConsumidorID: 12 | Timestamp: 1746157327
MensajeID: 78 | ProductorSocket: 195 | Grupo: grupo_03 | ConsumidorID: 65 | Timestamp: 1746157327
MensajeID: 69 | ProductorSocket: 175 | Grupo: grupo_02 | ConsumidorID: 40 | Timestamp: 1746157327
MensajeID: 80 | ProductorSocket: 192 | Grupo: grupo_01 | ConsumidorID: 18 | Timestamp: 1746157327
MensajeID: 79 | ProductorSocket: 196 | Grupo: grupo_03 | ConsumidorID: 14 | Timestamp: 1746157327
MensajeID: 70 | ProductorSocket: 187 | Grupo: grupo_02 | ConsumidorID: 85 | Timestamp: 1746157327
MensajeID: 80 | ProductorSocket: 192 | Grupo: grupo_03 | ConsumidorID: 74 | Timestamp: 1746157327
MensajeID: 71 | ProductorSocket: 188 | Grupo: grupo_02 | ConsumidorID: 58 | Timestamp: 1746157327
MensajeID: 81 | ProductorSocket: 197 | Grupo: grupo_03 | ConsumidorID: 41 | Timestamp: 1746157327
MensajeID: 81 | ProductorSocket: 197 | Grupo: grupo_01 | ConsumidorID: 75 | Timestamp: 1746157327
MensajeID: 72 | ProductorSocket: 184 | Grupo: grupo_02 | ConsumidorID: 31 | Timestamp: 1746157327
MensajeID: 82 | ProductorSocket: 186 | Grupo: grupo_03 | ConsumidorID: 86 | Timestamp: 1746157327
MensajeID: 82 | ProductorSocket: 186 | Grupo: grupo_01 | ConsumidorID: 48 | Timestamp: 1746157327
MensajeID: 83 | ProductorSocket: 185 | Grupo: grupo_03 | ConsumidorID: 62 | Timestamp: 1746157327
MensajeID: 73 | ProductorSocket: 189 | Grupo: grupo_02 | ConsumidorID: 79 | Timestamp: 1746157327
MensajeID: 83 | ProductorSocket: 185 | Grupo: grupo_01 | ConsumidorID: 87 | Timestamp: 1746157327
MensajeID: 84 | ProductorSocket: 198 | Grupo: grupo_03 | ConsumidorID: 32 | Timestamp: 1746157327
